ticket_id,customer_id,created_date,country,product_category,issue_type,priority,support_channel,agent_id,status,resolution_hours,sla_target_hours,customer_satisfaction
241,38591,2025-01-10 14:55:53.387968,Malaysia,Accessory,Billing,Medium,Chat,182,Open,40.94,4,5
242,27316,2026-05-18 05:55:53.387968,Malaysia,Monitor,Hardware Issue,Critical,Email,190,In Progress,47.32,4,1
243,20164,2025-08-02 05:55:53.387968,New Zealand,Printer,Billing,High,Chat,149,Open,27.46,24,5
244,28195,2025-12-22 08:55:53.387968,Singapore,Accessory,Software Issue,High,Web,370,Resolved,30.73,8,3
245,12102,2026-07-01 07:55:53.387968,New Zealand,Monitor,Software Issue,Critical,Phone,70,Resolved,5.17,8,3
246,15690,2025-06-19 20:55:53.387968,Indonesia,Desktop,Setup,Critical,Email,309,Closed,51.22,8,2
247,25453,2026-08-15 19:55:53.387968,Singapore,Monitor,Software Issue,High,WhatsApp,76,In Progress,52.14,4,3
248,25924,2025-01-29 21:55:53.387968,Philippines,Laptop,Performance,High,Web,249,Resolved,14.56,48,1
249,30340,2025-08-19 07:55:53.387968,India,Laptop,Connectivity,High,Chat,52,Resolved,47.78,48,2
250,46462,2024-12-07 17:55:53.387968,Malaysia,Laptop,Hardware Issue,Critical,Email,490,Closed,39.34,8,5
251,8557,2025-01-10 05:55:53.387968,Singapore,Desktop,Hardware Issue,High,WhatsApp,342,In Progress,51.35,24,4
252,27689,2025-11-10 20:55:53.387968,Indonesia,Monitor,Performance,High,Phone,310,Open,53.61,48,1
253,17708,2026-03-12 17:55:53.387968,Singapore,Desktop,Billing,Critical,Phone,47,Closed,55.59,4,1
254,4591,2024-10-11 15:55:53.387968,Australia,Monitor,Hardware Issue,High,Phone,66,Resolved,69.18,48,4
255,22649,2025-02-22 22:55:53.387968,Philippines,Laptop,Setup,High,WhatsApp,267,In Progress,82.23,8,1
256,46241,2024-11-30 11:55:53.387968,Malaysia,Accessory,Connectivity,Critical,Phone,276,Open,6.01,48,2
257,24056,2025-06-12 16:55:53.387968,Philippines,Monitor,Software Issue,Medium,Chat,128,Open,61.17,48,5
258,40360,2025-02-23 18:55:53.387968,India,Printer,Connectivity,Medium,Email,421,In Progress,75.84,48,2
259,47651,2025-05-05 14:55:53.387968,India,Accessory,Software Issue,High,Email,376,Closed,11.05,4,5
260,47479,2026-04-23 10:55:53.387968,Malaysia,Desktop,Hardware Issue,High,WhatsApp,301,Closed,93.27,24,5
261,24025,2025-01-17 23:55:53.387968,India,Desktop,Connectivity,Low,WhatsApp,162,Open,17.14,8,1
262,12360,2025-10-19 08:55:53.387968,Singapore,Monitor,Billing,Low,Chat,429,Resolved,20.58,24,5
263,24003,2025-09-05 22:55:53.387968,Philippines,Monitor,Connectivity,High,Chat,486,Resolved,88.15,48,3
264,12694,2025-05-29 01:55:53.387968,Malaysia,Accessory,Connectivity,Critical,Email,491,Resolved,27.29,4,3
265,15178,2025-03-24 17:55:53.387968,Indonesia,Desktop,Performance,Medium,WhatsApp,390,Resolved,38.19,48,2
266,26232,2026-01-26 00:55:53.387968,India,Laptop,Billing,Medium,Web,379,Resolved,8.76,24,1
267,40399,2026-01-14 10:55:53.387968,Singapore,Monitor,Performance,Critical,Web,201,In Progress,48.48,24,5
268,4871,2025-08-17 19:55:53.387968,Australia,Printer,Billing,Low,Email,190,In Progress,7.82,24,5
269,5443,2026-08-01 08:55:53.387968,India,Desktop,Hardware Issue,High,WhatsApp,257,Resolved,33.57,4,5
270,2419,2026-06-29 06:55:53.387968,India,Monitor,Billing,High,Chat,247,Resolved,5.55,8,1
271,39063,2026-05-23 11:55:53.387968,New Zealand,Accessory,Setup,Medium,Chat,322,Resolved,21.72,24,3
272,38449,2024-10-01 19:55:53.387968,Philippines,Laptop,Performance,Medium,Phone,246,Closed,37.07,4,5
273,36405,2025-05-28 01:55:53.387968,New Zealand,Monitor,Software Issue,Medium,Phone,112,Open,93.63,48,4
274,32370,2025-02-28 07:55:53.387968,India,Desktop,Billing,Critical,Chat,254,Open,15.17,24,3
275,12951,2026-05-21 05:55:53.387968,Indonesia,Printer,Billing,High,Chat,448,Open,75.58,4,1
276,38895,2025-09-30 21:55:53.387968,Indonesia,Laptop,Setup,Low,Email,239,Open,82.36,48,5
277,41023,2025-08-18 11:55:53.387968,Malaysia,Monitor,Performance,Critical,Email,74,Closed,32.04,8,2
278,22982,2024-10-07 13:55:53.387968,Singapore,Laptop,Performance,High,WhatsApp,213,Closed,17.92,8,2
279,13807,2025-11-06 00:55:53.387968,Australia,Desktop,Software Issue,Low,Email,263,In Progress,73.21,4,2
280,44937,2024-10-22 12:55:53.387968,India,Laptop,Setup,Medium,Web,231,Resolved,11.43,48,4
281,36682,2024-12-02 01:55:53.387968,India,Monitor,Billing,Medium,Email,338,Open,62.42,4,4
282,12373,2025-10-21 14:55:53.387968,New Zealand,Accessory,Performance,Medium,Chat,282,In Progress,88.86,48,2
283,41602,2025-12-15 09:55:53.387968,Indonesia,Accessory,Setup,Low,Email,385,Closed,34.60,4,1
284,39643,2025-01-24 07:55:53.387968,Indonesia,Accessory,Billing,Critical,Web,466,In Progress,4.06,48,1
285,11898,2025-08-08 06:55:53.387968,India,Accessory,Connectivity,Critical,Email,199,Open,27.69,48,5
286,18633,2026-04-23 07:55:53.387968,Indonesia,Printer,Performance,Critical,WhatsApp,291,Resolved,46.82,4,3
287,8925,2026-08-13 09:55:53.387968,Malaysia,Printer,Hardware Issue,Low,Web,396,Closed,77.31,8,1
288,17890,2026-06-11 12:55:53.387968,Singapore,Accessory,Connectivity,Medium,Phone,380,Closed,10.27,48,2
289,1542,2026-02-06 01:55:53.387968,Philippines,Desktop,Hardware Issue,Critical,Phone,403,Resolved,79.30,24,3
290,24671,2025-04-18 19:55:53.387968,Malaysia,Laptop,Connectivity,Low,Phone,252,In Progress,56.42,4,4
291,25699,2026-08-22 12:55:53.387968,Singapore,Laptop,Software Issue,Critical,Phone,316,In Progress,53.10,4,1
292,10382,2025-07-09 08:55:53.387968,Malaysia,Monitor,Billing,Low,Chat,208,Open,21.16,4,1
293,23794,2026-08-08 07:55:53.387968,Australia,Desktop,Hardware Issue,Medium,Web,112,In Progress,63.05,4,1
294,20254,2024-11-16 09:55:53.387968,Indonesia,Desktop,Performance,Low,Web,465,Open,31.24,24,2
295,3028,2025-01-15 17:55:53.387968,India,Monitor,Hardware Issue,Low,Phone,236,In Progress,38.25,8,4
296,37357,2025-11-10 04:55:53.387968,Indonesia,Printer,Setup,Medium,Email,63,Open,35.75,24,1
297,34773,2026-09-07 13:55:53.387968,Malaysia,Printer,Connectivity,Low,Email,94,Resolved,35.15,8,1
298,37013,2026-03-01 10:55:53.387968,Philippines,Monitor,Setup,High,Web,368,In Progress,49.08,4,2
299,39438,2025-06-27 21:55:53.387968,Australia,Desktop,Hardware Issue,Low,Email,200,Resolved,54.90,24,5
300,6711,2026-04-29 08:55:53.387968,Malaysia,Printer,Software Issue,Low,Phone,342,Closed,22.56,4,5
301,44862,2026-06-21 22:55:53.387968,Indonesia,Desktop,Billing,Critical,WhatsApp,167,Closed,92.70,4,3
302,28769,2025-12-21 21:55:53.387968,Singapore,Laptop,Software Issue,Low,Email,44,In Progress,2.84,24,2
303,2635,2025-08-08 01:55:53.387968,New Zealand,Accessory,Hardware Issue,Critical,Web,30,Resolved,31.36,24,5
304,37843,2026-06-16 22:55:53.387968,Singapore,Monitor,Connectivity,Low,Phone,342,Resolved,74.79,24,4
305,16344,2026-04-05 07:55:53.387968,Indonesia,Accessory,Hardware Issue,Critical,Phone,451,Resolved,76.78,48,4
306,10259,2026-07-08 06:55:53.387968,Singapore,Laptop,Setup,Critical,Web,123,In Progress,9.86,4,5
307,37743,2026-08-15 06:55:53.387968,India,Laptop,Billing,Low,Chat,309,Closed,23.01,48,2
308,21739,2025-07-13 09:55:53.387968,Malaysia,Printer,Performance,Medium,Phone,471,In Progress,9.39,8,3
309,47765,2025-02-03 22:55:53.387968,Australia,Desktop,Connectivity,Low,Chat,112,In Progress,92.59,48,4
310,223,2024-11-07 07:55:53.387968,Singapore,Printer,Billing,Medium,Email,102,Resolved,54.24,48,3
311,37614,2026-04-15 02:55:53.387968,Malaysia,Laptop,Software Issue,Critical,Web,144,Open,3.95,48,1
312,2986,2025-03-30 20:55:53.387968,Indonesia,Desktop,Connectivity,High,Web,197,Closed,75.22,4,4
313,32425,2025-06-26 22:55:53.387968,Singapore,Laptop,Billing,Medium,Chat,473,In Progress,61.02,48,4
314,6739,2025-05-05 02:55:53.387968,Singapore,Monitor,Connectivity,Low,Chat,132,In Progress,45.64,48,3
315,39630,2026-04-29 22:55:53.387968,Malaysia,Monitor,Hardware Issue,Critical,Email,44,Closed,62.67,4,2
316,5268,2025-12-04 13:55:53.387968,Philippines,Monitor,Connectivity,Medium,Web,461,Open,39.31,8,2
317,42829,2024-10-25 16:55:53.387968,Indonesia,Printer,Connectivity,Low,Web,357,Resolved,44.84,8,5
318,25585,2026-09-02 08:55:53.387968,Malaysia,Monitor,Software Issue,Low,Web,396,In Progress,42.72,8,3
319,33693,2024-10-27 16:55:53.387968,New Zealand,Laptop,Setup,High,Phone,117,Closed,23.15,4,4
320,33187,2025-08-01 18:55:53.387968,Philippines,Desktop,Software Issue,Critical,Chat,434,Closed,38.59,4,5
321,18755,2025-01-20 05:55:53.387968,Singapore,Accessory,Software Issue,Medium,Chat,315,Open,46.09,8,4
322,32837,2025-11-07 10:55:53.387968,Indonesia,Monitor,Billing,Medium,Web,15,In Progress,68.00,8,2
323,17916,2025-12-23 06:55:53.387968,Malaysia,Desktop,Hardware Issue,High,Web,488,Resolved,14.65,24,3
324,7673,2026-02-14 19:55:53.387968,New Zealand,Monitor,Software Issue,Low,WhatsApp,402,Open,41.60,48,2
325,13107,2025-12-27 16:55:53.387968,Singapore,Accessory,Hardware Issue,Medium,Email,216,In Progress,61.25,8,4
326,9406,2026-06-19 06:55:53.387968,Australia,Printer,Connectivity,Medium,Email,227,Open,54.67,4,1
327,41670,2026-04-27 19:55:53.387968,Indonesia,Laptop,Hardware Issue,Low,Email,230,In Progress,77.25,24,2
328,27067,2024-09-24 04:55:53.387968,Indonesia,Laptop,Billing,Low,WhatsApp,356,Closed,90.45,48,5
329,3728,2024-09-25 13:55:53.387968,Philippines,Monitor,Hardware Issue,Critical,Phone,200,Closed,54.46,24,5
330,23870,2025-09-13 17:55:53.387968,Indonesia,Desktop,Performance,High,WhatsApp,288,Open,21.00,8,1
331,26418,2026-04-04 01:55:53.387968,Australia,Laptop,Hardware Issue,Low,Web,324,Open,74.01,4,4
332,16859,2025-01-05 15:55:53.387968,India,Printer,Performance,Medium,Phone,125,Closed,77.45,4,3
333,22266,2025-06-30 17:55:53.387968,Singapore,Monitor,Performance,Medium,Chat,319,Closed,32.66,8,1
334,44947,2026-06-17 12:55:53.387968,Malaysia,Desktop,Performance,High,WhatsApp,381,In Progress,13.51,4,4
335,18390,2025-12-19 20:55:53.387968,Singapore,Accessory,Connectivity,High,Web,61,In Progress,68.51,4,1
336,23696,2026-04-03 23:55:53.387968,New Zealand,Monitor,Software Issue,High,Email,420,In Progress,79.82,24,3
337,17635,2025-10-17 14:55:53.387968,Indonesia,Laptop,Billing,Critical,Web,164,Resolved,4.36,4,5
338,7770,2026-06-25 10:55:53.387968,New Zealand,Monitor,Performance,Critical,Phone,211,Closed,92.54,4,5
339,3977,2024-12-10 21:55:53.387968,Singapore,Laptop,Connectivity,Medium,Email,401,Open,57.33,48,2
340,4681,2025-06-09 08:55:53.387968,Singapore,Printer,Performance,Critical,WhatsApp,104,Closed,68.02,4,2
341,16614,2026-05-27 00:55:53.387968,Malaysia,Monitor,Performance,Medium,Email,166,In Progress,71.80,48,1
342,13370,2025-06-09 08:55:53.387968,Malaysia,Accessory,Billing,Critical,Web,303,Closed,41.69,4,4
343,25584,2026-01-02 21:55:53.387968,India,Laptop,Software Issue,Low,Chat,141,Open,3.91,24,3
344,338,2025-03-24 09:55:53.387968,India,Laptop,Setup,Low,Web,46,In Progress,89.16,24,4
345,44455,2025-03-10 17:55:53.387968,India,Printer,Performance,Critical,Web,293,Open,18.60,24,3
346,33320,2025-11-25 20:55:53.387968,Singapore,Accessory,Software Issue,Critical,Chat,335,Closed,14.03,24,5
347,29413,2025-07-16 00:55:53.387968,Australia,Printer,Setup,Low,Phone,191,In Progress,36.46,48,1
348,36900,2026-04-06 04:55:53.387968,Indonesia,Desktop,Software Issue,High,Phone,178,Resolved,43.22,4,2
349,19844,2025-04-25 21:55:53.387968,New Zealand,Monitor,Performance,Critical,Chat,436,Resolved,19.82,8,2
350,48953,2025-05-21 17:55:53.387968,New Zealand,Accessory,Connectivity,High,Chat,246,Closed,92.78,8,3
351,8180,2024-12-03 01:55:53.387968,Indonesia,Desktop,Setup,Critical,WhatsApp,388,Open,40.25,48,5
352,889,2026-02-08 07:55:53.387968,India,Desktop,Connectivity,Medium,Web,95,Resolved,56.85,4,4
353,23223,2024-11-08 14:55:53.387968,Australia,Monitor,Billing,Medium,WhatsApp,288,In Progress,63.98,8,5
354,48151,2025-08-17 01:55:53.387968,New Zealand,Monitor,Connectivity,Critical,WhatsApp,161,In Progress,83.73,24,3
355,855,2026-05-01 22:55:53.387968,Philippines,Printer,Billing,Medium,Web,313,In Progress,86.68,8,1
356,43455,2025-03-16 00:55:53.387968,New Zealand,Accessory,Hardware Issue,Low,Chat,489,Resolved,71.33,24,3
357,10890,2025-06-26 11:55:53.387968,India,Accessory,Setup,Critical,WhatsApp,465,In Progress,57.38,24,5
358,14578,2026-06-06 16:55:53.387968,Malaysia,Printer,Connectivity,Medium,Chat,241,Open,60.33,8,2
359,26985,2024-12-22 00:55:53.387968,Philippines,Accessory,Setup,High,Email,360,Resolved,4.28,24,4
360,5463,2025-10-26 20:55:53.387968,Singapore,Desktop,Billing,High,Chat,171,Open,74.90,8,5
361,37450,2026-02-27 11:55:53.387968,New Zealand,Monitor,Hardware Issue,Medium,WhatsApp,118,Open,47.14,48,3
362,34288,2026-07-06 10:55:53.387968,Philippines,Accessory,Connectivity,Medium,Email,30,In Progress,32.97,4,4
363,36586,2024-12-16 05:55:53.387968,Philippines,Accessory,Connectivity,Critical,Phone,329,Resolved,48.98,4,1
364,33803,2024-10-21 01:55:53.387968,Singapore,Printer,Connectivity,Medium,Email,113,In Progress,42.99,24,1
365,42857,2025-07-08 17:55:53.387968,Australia,Desktop,Hardware Issue,Critical,Phone,489,Resolved,40.07,48,1
366,12570,2025-05-07 03:55:53.387968,India,Monitor,Connectivity,Low,Chat,467,Resolved,51.89,24,1
367,1877,2024-11-30 18:55:53.387968,New Zealand,Monitor,Software Issue,High,Chat,384,Resolved,46.33,48,5
368,7408,2025-07-03 08:55:53.387968,New Zealand,Printer,Connectivity,Low,WhatsApp,174,Open,82.14,4,5
369,31971,2026-05-20 02:55:53.387968,Singapore,Monitor,Software Issue,Critical,WhatsApp,457,Closed,26.40,48,3
370,48867,2026-09-06 17:55:53.387968,Singapore,Desktop,Billing,Low,Web,497,In Progress,38.63,4,2
371,16992,2026-05-08 20:55:53.387968,Australia,Monitor,Setup,High,WhatsApp,429,Resolved,40.31,4,2
372,32528,2025-12-13 13:55:53.387968,Singapore,Laptop,Hardware Issue,Critical,Chat,35,Resolved,34.67,24,3
373,49377,2026-09-14 11:55:53.387968,Indonesia,Monitor,Setup,Low,Phone,447,Resolved,51.78,4,1
374,14152,2025-01-08 10:55:53.387968,Philippines,Laptop,Setup,High,Phone,314,Resolved,32.65,24,4
375,11012,2026-05-23 12:55:53.387968,India,Printer,Software Issue,Low,WhatsApp,188,In Progress,76.72,24,4
376,9132,2025-03-08 22:55:53.387968,Malaysia,Printer,Billing,Low,Phone,68,Open,27.69,24,5
377,39327,2025-06-20 08:55:53.387968,Indonesia,Desktop,Software Issue,Critical,Web,28,In Progress,30.86,48,5
378,1935,2025-08-05 00:55:53.387968,India,Desktop,Setup,Medium,Chat,394,Resolved,22.79,48,3
379,13087,2024-09-26 23:55:53.387968,Malaysia,Accessory,Software Issue,Low,Web,463,In Progress,42.12,24,4
380,14664,2025-06-23 14:55:53.387968,Philippines,Printer,Software Issue,Medium,Email,409,Open,4.84,4,2
381,44313,2024-11-17 23:55:53.387968,Australia,Laptop,Billing,Medium,Web,397,Resolved,7.10,48,4
382,11302,2025-11-15 22:55:53.387968,Malaysia,Monitor,Connectivity,High,Chat,269,In Progress,92.71,48,5
383,6345,2026-03-15 21:55:53.387968,Malaysia,Desktop,Software Issue,Critical,Web,281,In Progress,51.67,8,4
384,27056,2026-07-03 00:55:53.387968,Australia,Monitor,Hardware Issue,Low,Chat,223,In Progress,32.77,48,3
385,39198,2026-02-25 10:55:53.387968,India,Accessory,Setup,Low,Email,495,Closed,12.81,24,5
386,23741,2026-05-21 23:55:53.387968,India,Printer,Billing,Critical,Chat,244,Open,23.41,48,2
387,13941,2026-07-07 10:55:53.387968,India,Desktop,Setup,Medium,Web,405,In Progress,1.19,24,1
388,910,2025-10-31 09:55:53.387968,Indonesia,Printer,Billing,Low,Email,338,Open,24.26,24,5
389,987,2026-02-05 16:55:53.387968,Indonesia,Laptop,Setup,Medium,Phone,76,Resolved,34.95,8,2
390,36921,2026-07-24 02:55:53.387968,Australia,Accessory,Setup,Medium,Phone,242,Open,7.54,24,1
391,31302,2025-10-29 06:55:53.387968,Australia,Printer,Hardware Issue,Critical,Phone,245,Open,25.07,48,3
392,8470,2025-08-21 01:55:53.387968,Australia,Accessory,Setup,High,Chat,60,Open,16.77,4,2
393,15608,2026-04-05 01:55:53.387968,Australia,Accessory,Performance,Medium,Chat,443,In Progress,92.88,48,2
394,19668,2026-05-14 19:55:53.387968,New Zealand,Accessory,Connectivity,Low,Web,359,Open,15.71,8,1
395,41627,2025-07-15 08:55:53.387968,New Zealand,Laptop,Performance,Low,Chat,41,Closed,25.99,48,1
396,10020,2026-08-24 12:55:53.387968,New Zealand,Accessory,Hardware Issue,Critical,Chat,332,In Progress,59.89,4,2
397,25069,2025-11-25 03:55:53.387968,Indonesia,Printer,Software Issue,High,Email,271,In Progress,88.05,4,5
398,31148,2026-05-05 06:55:53.387968,New Zealand,Accessory,Setup,Low,Phone,276,Open,32.45,24,4
399,38146,2025-12-26 13:55:53.387968,Malaysia,Printer,Hardware Issue,Critical,WhatsApp,309,Closed,5.09,8,2
400,15288,2025-09-03 04:55:53.387968,Philippines,Printer,Software Issue,High,Phone,403,Resolved,18.18,4,1
401,18951,2025-02-13 05:55:53.387968,Australia,Laptop,Performance,High,Chat,93,Resolved,10.34,8,3
402,40673,2024-11-10 21:55:53.387968,Singapore,Printer,Software Issue,Critical,Chat,174,Resolved,55.19,4,5
403,18649,2026-01-20 11:55:53.387968,New Zealand,Printer,Performance,High,WhatsApp,499,Closed,33.70,4,1
404,40426,2025-08-04 14:55:53.387968,Philippines,Printer,Hardware Issue,Critical,WhatsApp,74,Open,3.79,8,4
405,26506,2025-01-18 09:55:53.387968,Singapore,Printer,Setup,Critical,Web,243,Closed,77.14,24,1
406,16166,2025-06-05 23:55:53.387968,India,Accessory,Setup,High,Web,248,Open,15.46,48,4
407,37160,2025-01-08 12:55:53.387968,Malaysia,Desktop,Software Issue,High,WhatsApp,281,In Progress,26.30,24,4
408,34422,2025-06-27 04:55:53.387968,Indonesia,Accessory,Setup,High,Web,349,Closed,81.53,4,2
409,31052,2026-07-22 15:55:53.387968,Singapore,Monitor,Performance,Critical,Email,467,Resolved,66.78,4,2
410,17712,2026-08-29 22:55:53.387968,India,Printer,Hardware Issue,Low,Web,72,In Progress,68.79,8,1
411,13155,2025-09-24 08:55:53.387968,Indonesia,Desktop,Setup,High,WhatsApp,11,Resolved,28.62,24,5
412,49504,2025-08-05 05:55:53.387968,India,Desktop,Billing,Low,Web,213,In Progress,7.53,48,1
413,3093,2026-06-22 05:55:53.387968,India,Laptop,Billing,High,Web,112,Closed,6.21,48,4
414,43032,2025-07-03 01:55:53.387968,India,Desktop,Connectivity,Low,Web,76,Open,91.54,8,3
415,21328,2025-08-23 05:55:53.387968,Indonesia,Accessory,Connectivity,Critical,Chat,123,Open,53.72,24,2
416,47318,2026-07-23 18:55:53.387968,Indonesia,Printer,Software Issue,Critical,Phone,380,Closed,90.32,24,2
417,13975,2025-01-03 03:55:53.387968,Singapore,Laptop,Connectivity,High,Web,161,In Progress,58.38,4,4
418,21421,2026-03-27 22:55:53.387968,Australia,Accessory,Hardware Issue,Critical,Phone,300,Closed,9.83,4,2
419,30201,2025-12-04 02:55:53.387968,Australia,Accessory,Performance,Medium,Email,450,In Progress,5.61,48,2
420,3792,2026-05-20 07:55:53.387968,Indonesia,Monitor,Connectivity,High,Web,410,Open,65.04,4,2
421,13039,2026-07-10 01:55:53.387968,Singapore,Monitor,Performance,Critical,WhatsApp,409,Resolved,93.86,24,1
422,17446,2024-10-22 17:55:53.387968,Indonesia,Accessory,Connectivity,Critical,Phone,356,Closed,85.22,48,1
423,35501,2026-09-08 21:55:53.387968,Australia,Accessory,Performance,Medium,WhatsApp,139,Closed,37.64,48,3
424,6355,2025-11-13 13:55:53.387968,Australia,Desktop,Software Issue,Low,Chat,141,Resolved,4.94,8,3
425,25342,2025-08-13 06:55:53.387968,Indonesia,Printer,Hardware Issue,Low,Chat,466,Open,31.33,8,2
426,3993,2025-03-19 10:55:53.387968,Indonesia,Desktop,Software Issue,High,WhatsApp,494,In Progress,25.19,24,2
427,8910,2026-09-07 11:55:53.387968,Australia,Desktop,Hardware Issue,Critical,Phone,439,In Progress,54.73,48,3
428,23692,2026-06-08 07:55:53.387968,Indonesia,Desktop,Billing,Medium,Chat,286,Resolved,17.20,4,2
429,34076,2026-01-27 16:55:53.387968,Australia,Printer,Connectivity,Medium,Web,81,Open,29.21,48,5
430,26568,2025-06-02 08:55:53.387968,Philippines,Laptop,Setup,Medium,Chat,211,Resolved,46.55,8,2
431,9803,2026-07-24 08:55:53.387968,India,Printer,Hardware Issue,Low,Email,385,Closed,43.00,48,5
432,28833,2025-03-12 15:55:53.387968,Malaysia,Desktop,Hardware Issue,Critical,Web,198,In Progress,82.32,4,3
433,38809,2025-01-16 06:55:53.387968,Singapore,Printer,Setup,High,Email,197,Closed,3.89,48,1
434,5153,2026-06-21 14:55:53.387968,Malaysia,Laptop,Connectivity,Low,Phone,194,Open,26.08,48,4
435,29661,2026-04-26 23:55:53.387968,India,Desktop,Connectivity,High,Web,372,Resolved,50.60,48,5
436,1435,2025-10-08 06:55:53.387968,Australia,Laptop,Performance,Medium,Chat,431,Closed,67.74,4,5
437,17876,2025-04-26 01:55:53.387968,Philippines,Desktop,Billing,Medium,Chat,167,Resolved,49.28,4,4
438,27495,2025-10-20 07:55:53.387968,New Zealand,Desktop,Connectivity,High,Email,56,Open,86.23,48,4
439,15884,2026-04-10 00:55:53.387968,Philippines,Laptop,Performance,High,Chat,208,Closed,26.62,8,2
440,18442,2025-04-19 19:55:53.387968,India,Monitor,Billing,High,Web,91,Open,93.15,4,3
441,21621,2025-07-03 17:55:53.387968,India,Printer,Hardware Issue,Medium,Email,454,Open,79.22,8,4
442,43329,2025-06-01 22:55:53.387968,India,Desktop,Hardware Issue,Medium,Web,136,Open,58.60,8,3
443,23983,2026-02-23 13:55:53.387968,India,Desktop,Software Issue,Low,Phone,338,Closed,47.22,4,1
444,9744,2024-12-10 01:55:53.387968,India,Laptop,Billing,Medium,Email,7,Closed,57.17,4,1
445,24285,2025-03-13 05:55:53.387968,Indonesia,Laptop,Software Issue,Low,WhatsApp,134,In Progress,40.87,24,3
446,2985,2025-10-13 10:55:53.387968,India,Monitor,Hardware Issue,Medium,WhatsApp,99,Closed,33.42,8,5
447,35838,2026-06-01 13:55:53.387968,Philippines,Laptop,Setup,High,Email,134,Closed,52.93,4,4
448,45048,2025-12-15 18:55:53.387968,Malaysia,Monitor,Performance,Low,WhatsApp,178,Open,19.14,4,3
449,13519,2025-11-14 18:55:53.387968,India,Desktop,Setup,High,WhatsApp,433,Closed,26.52,48,3
450,23450,2025-02-27 12:55:53.387968,Philippines,Accessory,Software Issue,Critical,Chat,43,Resolved,60.41,8,2
451,579,2026-06-06 11:55:53.387968,Australia,Printer,Software Issue,Medium,Phone,285,Open,15.96,48,5
452,38473,2025-10-10 15:55:53.387968,Indonesia,Desktop,Software Issue,High,WhatsApp,448,Open,93.87,4,5
453,2115,2026-06-15 22:55:53.387968,Malaysia,Monitor,Hardware Issue,High,Email,240,Closed,33.50,24,5
454,27141,2025-07-28 19:55:53.387968,Indonesia,Accessory,Performance,High,Email,452,Resolved,31.42,24,1
455,35379,2024-11-07 18:55:53.387968,Indonesia,Printer,Setup,Low,Web,89,Resolved,20.07,48,5
456,14719,2024-11-22 17:55:53.387968,Malaysia,Accessory,Software Issue,Medium,Phone,138,Open,19.21,8,2
457,42444,2025-10-27 04:55:53.387968,Malaysia,Accessory,Software Issue,High,Web,475,In Progress,53.57,8,4
458,34770,2026-06-05 05:55:53.387968,Singapore,Laptop,Hardware Issue,Low,WhatsApp,159,In Progress,72.81,48,1
459,26299,2026-05-23 18:55:53.387968,Singapore,Monitor,Hardware Issue,High,WhatsApp,122,Open,79.88,8,1
460,45621,2025-03-28 17:55:53.387968,Singapore,Printer,Performance,Critical,Email,392,In Progress,42.21,24,1
461,7894,2026-07-15 04:55:53.387968,Malaysia,Laptop,Setup,Low,Phone,420,In Progress,66.75,4,2
462,6544,2025-02-27 16:55:53.387968,Indonesia,Accessory,Software Issue,Critical,Email,70,Closed,16.14,24,3
463,34595,2024-10-11 04:55:53.387968,Singapore,Printer,Hardware Issue,High,WhatsApp,347,In Progress,76.15,8,1
464,18298,2026-01-22 10:55:53.387968,Singapore,Monitor,Connectivity,High,Phone,68,In Progress,39.61,48,3
465,48682,2025-02-27 12:55:53.387968,Philippines,Laptop,Setup,Medium,Web,80,Resolved,42.98,4,4
466,47137,2024-10-11 11:55:53.387968,Singapore,Accessory,Billing,Low,WhatsApp,55,In Progress,87.44,24,2
467,10453,2025-04-17 21:55:53.387968,Indonesia,Printer,Performance,Critical,Phone,98,In Progress,61.55,48,3
468,32379,2024-12-17 17:55:53.387968,New Zealand,Desktop,Performance,Medium,Web,308,Closed,89.77,24,5
469,17613,2025-01-04 06:55:53.387968,Singapore,Monitor,Connectivity,Low,Chat,385,Closed,34.31,24,1
470,13028,2025-01-22 14:55:53.387968,Singapore,Desktop,Performance,Critical,Chat,435,Resolved,8.21,24,2
471,31555,2024-11-02 05:55:53.387968,Indonesia,Monitor,Setup,Critical,Phone,387,Resolved,61.37,8,1
472,3194,2026-06-17 06:55:53.387968,Philippines,Desktop,Connectivity,Low,Web,35,Open,75.76,24,5
473,16220,2026-01-16 06:55:53.387968,India,Printer,Connectivity,Medium,Phone,160,Resolved,58.90,8,2
474,15649,2026-05-17 19:55:53.387968,Philippines,Monitor,Performance,High,Email,263,In Progress,43.35,24,5
475,7234,2026-04-17 06:55:53.387968,Australia,Desktop,Connectivity,High,Email,34,Closed,43.95,48,1
476,27611,2026-07-29 05:55:53.387968,Australia,Desktop,Setup,Critical,WhatsApp,177,Open,26.98,24,3
477,8200,2026-03-26 05:55:53.387968,Australia,Printer,Connectivity,Medium,Email,161,In Progress,62.22,8,4
478,26181,2025-11-07 16:55:53.387968,Australia,Accessory,Billing,Low,WhatsApp,167,Closed,16.23,24,2
479,6949,2025-01-10 04:55:53.387968,New Zealand,Accessory,Billing,Medium,Chat,137,Resolved,31.16,8,2
480,24670,2026-06-12 20:55:53.387968,Philippines,Desktop,Setup,Medium,Web,473,In Progress,80.13,24,4
481,18566,2025-11-29 23:55:53.387968,New Zealand,Accessory,Hardware Issue,High,Chat,471,Open,78.21,8,1
