order_id,customer_id,order_date,order_status,payment_method,sales_channel
ORD0000390,CUST015156,2024-02-24,Shipped,Digital Wallet,Website
ORD0000391,CUST037919,2024-05-21,Cancelled,UPI,Partner
ORD0000392,CUST022438,2025-11-06,Shipped,Credit Card,Website
ORD0000393,CUST033947,2024-10-22,Processing,Credit Card,Mobile App
ORD0000394,CUST012861,2025-09-12,Cancelled,Debit Card,Website
ORD0000395,CUST018620,2024-04-16,Cancelled,UPI,Mobile App
ORD0000396,CUST015159,2025-04-18,Completed,Debit Card,Retail Store
ORD0000397,CUST039558,2024-01-01,Shipped,Digital Wallet,Retail Store
ORD0000398,CUST000425,2025-12-12,Shipped,Digital Wallet,Partner
ORD0000399,CUST023818,2024-01-07,Completed,Debit Card,Retail Store
ORD0000400,CUST007709,2024-07-11,Cancelled,Bank Transfer,Website
ORD0000401,CUST017753,2023-10-28,Completed,Credit Card,Mobile App
ORD0000402,CUST015808,2025-07-05,Returned,Debit Card,Website
ORD0000403,CUST005140,2025-01-05,Shipped,Debit Card,Partner
ORD0000404,CUST019397,2024-09-07,Completed,Debit Card,Partner
ORD0000405,CUST022368,2025-03-08,Processing,UPI,Website
ORD0000406,CUST001378,2024-08-28,Cancelled,Bank Transfer,Mobile App
ORD0000407,CUST038630,2026-03-08,Processing,UPI,Website
ORD0000408,CUST020411,2024-04-11,Completed,Bank Transfer,Mobile App
ORD0000409,CUST002128,2024-12-13,Shipped,Credit Card,Partner
ORD0000410,CUST019155,2026-01-17,Returned,Debit Card,Retail Store
ORD0000411,CUST023246,2026-09-10,Shipped,UPI,Partner
ORD0000412,CUST032458,2024-11-19,Cancelled,UPI,Retail Store
ORD0000413,CUST017469,2026-08-17,Processing,Credit Card,Partner
ORD0000414,CUST012903,2024-06-27,Shipped,Bank Transfer,Mobile App
ORD0000415,CUST028747,2026-08-12,Cancelled,Credit Card,Mobile App
ORD0000416,CUST014346,2025-01-08,Processing,Credit Card,Website
ORD0000417,CUST015781,2024-09-30,Cancelled,Credit Card,Website
ORD0000418,CUST011259,2025-01-23,Shipped,Debit Card,Mobile App
ORD0000419,CUST039011,2024-06-02,Returned,UPI,Website
ORD0000420,CUST014940,2026-02-04,Completed,Bank Transfer,Website
ORD0000421,CUST039019,2025-12-27,Cancelled,Credit Card,Partner
ORD0000422,CUST043693,2023-12-17,Shipped,Bank Transfer,Website
ORD0000423,CUST026898,2024-08-14,Returned,Debit Card,Partner
ORD0000424,CUST016638,2025-12-23,Completed,Digital Wallet,Mobile App
ORD0000425,CUST021495,2026-08-15,Cancelled,Credit Card,Retail Store
ORD0000426,CUST004083,2024-01-30,Returned,Debit Card,Retail Store
ORD0000427,CUST030899,2026-02-13,Shipped,Debit Card,Website
ORD0000428,CUST016084,2024-11-27,Processing,Digital Wallet,Retail Store
ORD0000429,CUST033094,2025-04-08,Cancelled,Digital Wallet,Website
ORD0000430,CUST013640,2026-02-25,Shipped,Digital Wallet,Retail Store
ORD0000431,CUST030683,2026-06-05,Shipped,Debit Card,Mobile App
ORD0000432,CUST013917,2024-03-04,Returned,Debit Card,Partner
ORD0000433,CUST021667,2024-02-02,Returned,Bank Transfer,Website
ORD0000434,CUST037044,2024-12-21,Shipped,Digital Wallet,Partner
ORD0000435,CUST033593,2024-10-20,Cancelled,UPI,Website
ORD0000436,CUST040627,2026-03-16,Cancelled,UPI,Retail Store
ORD0000437,CUST026791,2024-11-07,Shipped,Credit Card,Website
ORD0000438,CUST005709,2025-05-05,Processing,Credit Card,Partner
ORD0000439,CUST038479,2026-04-02,Cancelled,Debit Card,Retail Store
ORD0000440,CUST030568,2023-12-13,Shipped,Credit Card,Website
ORD0000441,CUST041500,2025-08-05,Cancelled,Credit Card,Retail Store
ORD0000442,CUST012146,2025-02-26,Cancelled,UPI,Partner
ORD0000443,CUST040812,2025-04-30,Shipped,Credit Card,Retail Store
ORD0000444,CUST037099,2026-02-19,Processing,Credit Card,Website
ORD0000445,CUST016160,2024-07-27,Shipped,Debit Card,Website
ORD0000446,CUST034126,2026-05-10,Returned,Bank Transfer,Mobile App
ORD0000447,CUST000628,2023-11-20,Cancelled,Bank Transfer,Website
ORD0000448,CUST001681,2023-12-12,Cancelled,Digital Wallet,Website
ORD0000449,CUST010425,2024-07-28,Completed,Digital Wallet,Website
ORD0000450,CUST049413,2025-07-01,Processing,Debit Card,Retail Store
ORD0000451,CUST042716,2026-06-19,Shipped,Credit Card,Mobile App
ORD0000452,CUST006321,2026-03-27,Processing,Digital Wallet,Partner
ORD0000453,CUST002093,2025-09-27,Completed,Digital Wallet,Retail Store
ORD0000454,CUST038383,2025-07-31,Shipped,Bank Transfer,Partner
ORD0000455,CUST049655,2025-01-22,Processing,Debit Card,Website
ORD0000456,CUST028184,2024-03-23,Processing,Digital Wallet,Partner
ORD0000457,CUST015248,2023-12-16,Shipped,Credit Card,Retail Store
ORD0000458,CUST004135,2024-04-29,Processing,Credit Card,Partner
ORD0000459,CUST039997,2026-03-22,Completed,Debit Card,Partner
ORD0000460,CUST027443,2023-12-29,Processing,Credit Card,Website
ORD0000461,CUST011573,2026-06-08,Processing,Credit Card,Mobile App
ORD0000462,CUST026916,2026-03-27,Cancelled,Credit Card,Website
ORD0000463,CUST026002,2024-03-01,Processing,Debit Card,Retail Store
ORD0000464,CUST042890,2025-02-11,Cancelled,Debit Card,Mobile App
ORD0000465,CUST009580,2026-05-19,Processing,Debit Card,Mobile App
ORD0000466,CUST002470,2026-01-22,Shipped,Credit Card,Mobile App
ORD0000467,CUST045098,2024-10-26,Returned,Digital Wallet,Partner
ORD0000468,CUST016203,2026-03-24,Processing,Debit Card,Retail Store
ORD0000469,CUST049576,2025-09-20,Completed,UPI,Mobile App
ORD0000470,CUST040151,2024-07-30,Cancelled,Digital Wallet,Mobile App
ORD0000471,CUST018810,2024-09-24,Shipped,Digital Wallet,Mobile App
ORD0000472,CUST002003,2025-05-06,Shipped,UPI,Mobile App
ORD0000473,CUST012869,2026-03-02,Processing,Debit Card,Partner
ORD0000474,CUST014841,2025-11-29,Returned,Debit Card,Retail Store
ORD0000475,CUST035828,2024-01-14,Returned,Debit Card,Mobile App
ORD0000476,CUST049804,2024-07-20,Returned,Debit Card,Website
ORD0000477,CUST046284,2025-11-01,Returned,Credit Card,Partner
ORD0000478,CUST044310,2025-04-20,Shipped,Bank Transfer,Website
ORD0000479,CUST037962,2026-08-05,Processing,Digital Wallet,Website
ORD0000480,CUST038171,2024-03-19,Shipped,Digital Wallet,Website
ORD0000481,CUST033833,2023-12-22,Completed,Credit Card,Mobile App
ORD0000482,CUST004971,2026-04-30,Shipped,UPI,Retail Store
ORD0000483,CUST004091,2025-05-20,Shipped,Bank Transfer,Retail Store
ORD0000484,CUST033311,2026-04-10,Cancelled,Digital Wallet,Retail Store
ORD0000485,CUST037757,2026-06-25,Processing,Credit Card,Website
ORD0000486,CUST030731,2026-01-14,Returned,Digital Wallet,Retail Store
ORD0000487,CUST030824,2024-12-01,Shipped,Debit Card,Partner
ORD0000488,CUST040199,2025-12-15,Processing,Bank Transfer,Website
ORD0000489,CUST018023,2025-11-22,Completed,Bank Transfer,Partner
ORD0000490,CUST017052,2024-11-28,Completed,Credit Card,Mobile App
ORD0000491,CUST040848,2024-07-02,Cancelled,Credit Card,Retail Store
ORD0000492,CUST031500,2025-08-16,Processing,Digital Wallet,Partner
ORD0000493,CUST032231,2025-03-02,Completed,UPI,Partner
ORD0000494,CUST012776,2024-06-23,Cancelled,Digital Wallet,Mobile App
ORD0000495,CUST023995,2025-11-15,Cancelled,Credit Card,Mobile App
ORD0000496,CUST020936,2023-11-03,Returned,Digital Wallet,Retail Store
ORD0000497,CUST043300,2024-03-02,Processing,Bank Transfer,Partner
ORD0000498,CUST037560,2025-12-31,Cancelled,Bank Transfer,Website
ORD0000499,CUST049405,2024-08-19,Returned,UPI,Mobile App
ORD0000500,CUST029903,2023-09-27,Returned,Debit Card,Retail Store
ORD0000501,CUST011991,2024-09-04,Processing,Bank Transfer,Retail Store
ORD0000502,CUST037006,2024-10-03,Completed,Bank Transfer,Website
ORD0000503,CUST033984,2024-02-08,Shipped,UPI,Mobile App
ORD0000504,CUST023486,2024-09-11,Cancelled,UPI,Partner
ORD0000505,CUST003228,2025-09-28,Cancelled,Debit Card,Retail Store
ORD0000506,CUST030276,2025-10-03,Completed,Credit Card,Partner
ORD0000507,CUST015009,2024-08-21,Returned,Debit Card,Partner
ORD0000508,CUST046949,2024-06-23,Shipped,Credit Card,Website
ORD0000509,CUST046117,2026-06-27,Processing,UPI,Partner
ORD0000510,CUST008568,2025-12-05,Completed,Credit Card,Mobile App
ORD0000511,CUST012973,2024-08-31,Returned,Digital Wallet,Partner
ORD0000512,CUST049964,2025-01-05,Cancelled,Credit Card,Partner
ORD0000513,CUST005671,2024-07-04,Returned,Debit Card,Partner
ORD0000514,CUST036027,2025-06-15,Returned,Credit Card,Partner
ORD0000515,CUST006601,2023-12-15,Completed,Credit Card,Mobile App
ORD0000516,CUST001450,2026-06-05,Shipped,Credit Card,Retail Store
ORD0000517,CUST020622,2025-04-30,Shipped,Credit Card,Mobile App
ORD0000518,CUST048079,2024-11-03,Cancelled,Bank Transfer,Website
ORD0000519,CUST044007,2025-07-09,Cancelled,Credit Card,Mobile App
ORD0000520,CUST000979,2025-07-11,Completed,Credit Card,Mobile App
ORD0000521,CUST019306,2026-08-17,Completed,UPI,Retail Store
ORD0000522,CUST009527,2023-12-01,Returned,Debit Card,Mobile App
ORD0000523,CUST026537,2025-04-14,Cancelled,Bank Transfer,Mobile App
ORD0000524,CUST019526,2025-04-17,Returned,Credit Card,Mobile App
ORD0000525,CUST022967,2023-09-21,Processing,Bank Transfer,Website
ORD0000526,CUST020730,2025-11-12,Processing,Debit Card,Mobile App
ORD0000527,CUST028902,2025-06-09,Shipped,Credit Card,Mobile App
ORD0000528,CUST029907,2024-09-07,Cancelled,Debit Card,Website
ORD0000529,CUST049853,2026-06-16,Shipped,Bank Transfer,Partner
ORD0000530,CUST039180,2024-01-19,Completed,Digital Wallet,Retail Store
ORD0000531,CUST039951,2026-02-11,Processing,UPI,Website
ORD0000532,CUST033924,2024-06-09,Completed,Digital Wallet,Website
ORD0000533,CUST016597,2025-02-06,Returned,Digital Wallet,Mobile App
ORD0000534,CUST048674,2024-01-30,Shipped,Bank Transfer,Partner
ORD0000535,CUST047927,2025-11-12,Processing,Debit Card,Partner
ORD0000536,CUST046611,2025-12-08,Completed,Credit Card,Mobile App
ORD0000537,CUST048204,2024-04-15,Cancelled,Digital Wallet,Partner
ORD0000538,CUST025806,2024-01-06,Cancelled,UPI,Website
ORD0000539,CUST002906,2024-01-19,Returned,Credit Card,Website
ORD0000540,CUST000938,2026-06-24,Cancelled,Debit Card,Retail Store
ORD0000541,CUST001414,2024-01-18,Cancelled,Credit Card,Mobile App
ORD0000542,CUST040822,2025-08-30,Completed,Digital Wallet,Website
ORD0000543,CUST028503,2026-05-24,Shipped,Credit Card,Partner
ORD0000544,CUST032653,2024-09-16,Completed,Debit Card,Partner
ORD0000545,CUST029262,2025-08-05,Returned,Bank Transfer,Mobile App
ORD0000546,CUST049972,2026-01-23,Shipped,Digital Wallet,Partner
ORD0000547,CUST045755,2024-10-27,Returned,Digital Wallet,Mobile App
ORD0000548,CUST005304,2026-02-01,Returned,Credit Card,Website
ORD0000549,CUST043572,2025-08-16,Processing,UPI,Partner
ORD0000550,CUST046463,2025-05-10,Completed,Credit Card,Partner
ORD0000551,CUST046299,2025-05-12,Processing,UPI,Partner
ORD0000552,CUST011682,2026-05-10,Returned,Bank Transfer,Mobile App
ORD0000553,CUST021549,2024-10-22,Completed,Digital Wallet,Website
ORD0000554,CUST034658,2024-10-12,Returned,Credit Card,Retail Store
ORD0000555,CUST021021,2025-03-10,Processing,Digital Wallet,Partner
ORD0000556,CUST001636,2025-12-21,Completed,UPI,Retail Store
ORD0000557,CUST023563,2025-02-24,Processing,Debit Card,Mobile App
ORD0000558,CUST042063,2024-12-23,Shipped,Credit Card,Website
ORD0000559,CUST000574,2023-12-25,Shipped,Credit Card,Website
ORD0000560,CUST029418,2024-09-22,Processing,Debit Card,Mobile App
ORD0000561,CUST033799,2024-01-21,Processing,Debit Card,Mobile App
ORD0000562,CUST006952,2025-12-17,Completed,Debit Card,Retail Store
ORD0000563,CUST043758,2026-07-24,Processing,Bank Transfer,Retail Store
ORD0000564,CUST005796,2025-02-06,Returned,UPI,Website
ORD0000565,CUST039622,2025-05-05,Shipped,Digital Wallet,Website
ORD0000566,CUST018694,2026-03-08,Processing,Credit Card,Mobile App
ORD0000567,CUST026286,2025-05-30,Processing,Debit Card,Retail Store
ORD0000568,CUST008455,2025-06-30,Processing,UPI,Mobile App
ORD0000569,CUST035439,2023-09-29,Cancelled,Bank Transfer,Partner
ORD0000570,CUST010347,2024-01-16,Processing,Digital Wallet,Partner
ORD0000571,CUST046914,2025-08-01,Cancelled,Bank Transfer,Mobile App
ORD0000572,CUST041010,2025-04-01,Returned,Debit Card,Mobile App
ORD0000573,CUST012178,2026-08-15,Completed,Bank Transfer,Partner
ORD0000574,CUST042820,2026-02-03,Cancelled,Debit Card,Partner
ORD0000575,CUST002752,2026-08-30,Processing,Debit Card,Partner
ORD0000576,CUST017713,2024-11-24,Returned,UPI,Website
ORD0000577,CUST017457,2026-06-28,Shipped,Bank Transfer,Website
ORD0000578,CUST021150,2024-05-27,Cancelled,Bank Transfer,Retail Store
ORD0000579,CUST014890,2024-11-20,Completed,Bank Transfer,Partner
ORD0000580,CUST011689,2024-11-18,Shipped,UPI,Partner
ORD0000581,CUST001540,2025-02-22,Completed,Digital Wallet,Mobile App
ORD0000582,CUST023089,2026-04-02,Processing,Bank Transfer,Retail Store
ORD0000583,CUST003194,2025-06-05,Returned,UPI,Website
ORD0000584,CUST032241,2025-10-10,Processing,Bank Transfer,Mobile App
ORD0000585,CUST025579,2026-08-08,Returned,UPI,Website
ORD0000586,CUST012509,2025-12-10,Processing,Digital Wallet,Website
ORD0000587,CUST007247,2026-03-22,Returned,Bank Transfer,Mobile App
ORD0000588,CUST025051,2024-11-20,Completed,Debit Card,Website
ORD0000589,CUST043032,2026-06-10,Shipped,Credit Card,Partner
ORD0000590,CUST039959,2026-07-20,Completed,Debit Card,Partner
ORD0000591,CUST001629,2024-07-29,Returned,Digital Wallet,Partner
ORD0000592,CUST021016,2024-07-24,Completed,Debit Card,Website
ORD0000593,CUST020480,2024-11-02,Processing,Credit Card,Retail Store
ORD0000594,CUST016253,2024-07-28,Returned,Bank Transfer,Retail Store
ORD0000595,CUST004292,2025-07-09,Shipped,Bank Transfer,Mobile App
ORD0000596,CUST007038,2024-03-02,Completed,UPI,Retail Store
ORD0000597,CUST008631,2024-01-17,Returned,Bank Transfer,Retail Store
ORD0000598,CUST012949,2024-10-03,Completed,Digital Wallet,Partner
ORD0000599,CUST026299,2025-07-03,Cancelled,Debit Card,Retail Store
ORD0000600,CUST006733,2024-12-31,Processing,Credit Card,Website
ORD0000601,CUST013377,2025-06-19,Returned,UPI,Partner
ORD0000602,CUST022314,2025-07-02,Cancelled,Bank Transfer,Mobile App
ORD0000603,CUST026196,2025-01-26,Cancelled,UPI,Retail Store
ORD0000604,CUST049959,2023-10-23,Completed,Bank Transfer,Partner
ORD0000605,CUST003677,2023-12-15,Processing,Debit Card,Partner
ORD0000606,CUST038590,2025-09-23,Completed,UPI,Mobile App
ORD0000607,CUST001933,2026-01-24,Completed,Bank Transfer,Website
ORD0000608,CUST009847,2024-01-04,Cancelled,Digital Wallet,Retail Store
ORD0000609,CUST040219,2024-04-08,Shipped,Digital Wallet,Retail Store
ORD0000610,CUST023584,2024-11-01,Returned,Debit Card,Website
ORD0000611,CUST034892,2024-01-08,Shipped,UPI,Partner
ORD0000612,CUST037365,2025-07-28,Shipped,Credit Card,Partner
ORD0000613,CUST038574,2024-06-14,Shipped,Credit Card,Website
ORD0000614,CUST012059,2025-05-11,Cancelled,UPI,Retail Store
ORD0000615,CUST031492,2024-02-18,Returned,Bank Transfer,Partner
ORD0000616,CUST042526,2024-06-15,Shipped,UPI,Partner
ORD0000617,CUST009808,2023-10-23,Completed,UPI,Mobile App
ORD0000618,CUST022693,2025-09-03,Cancelled,Debit Card,Retail Store
ORD0000619,CUST008577,2025-03-30,Cancelled,Bank Transfer,Mobile App
ORD0000620,CUST013956,2025-10-31,Returned,Debit Card,Mobile App
ORD0000621,CUST032511,2023-11-29,Cancelled,Debit Card,Mobile App
ORD0000622,CUST021375,2025-02-21,Processing,Bank Transfer,Partner
ORD0000623,CUST046069,2024-10-31,Processing,Debit Card,Retail Store
ORD0000624,CUST036757,2025-03-13,Cancelled,Debit Card,Website
ORD0000625,CUST049269,2025-01-03,Completed,UPI,Retail Store
ORD0000626,CUST029771,2025-04-06,Returned,Credit Card,Mobile App
ORD0000627,CUST026683,2025-03-22,Returned,Digital Wallet,Partner
ORD0000628,CUST035432,2024-09-17,Cancelled,Debit Card,Partner
ORD0000629,CUST034432,2026-08-07,Completed,Debit Card,Retail Store
ORD0000630,CUST004023,2025-06-24,Cancelled,Credit Card,Retail Store
ORD0000631,CUST027966,2026-03-23,Cancelled,Bank Transfer,Partner
ORD0000632,CUST047920,2026-06-19,Cancelled,Bank Transfer,Retail Store
ORD0000633,CUST037566,2024-10-22,Returned,Bank Transfer,Partner
ORD0000634,CUST048082,2025-05-27,Processing,UPI,Retail Store
ORD0000635,CUST048689,2024-11-10,Returned,Credit Card,Mobile App
ORD0000636,CUST048560,2024-02-28,Completed,Bank Transfer,Retail Store
ORD0000637,CUST034108,2026-08-05,Completed,Credit Card,Partner
ORD0000638,CUST007899,2025-03-21,Cancelled,Credit Card,Website
ORD0000639,CUST048689,2026-09-16,Shipped,Bank Transfer,Mobile App
ORD0000640,CUST031024,2024-12-24,Cancelled,UPI,Mobile App
ORD0000641,CUST045794,2024-10-17,Processing,Digital Wallet,Partner
ORD0000642,CUST012316,2024-11-21,Returned,Digital Wallet,Partner
ORD0000643,CUST033009,2024-03-22,Returned,Debit Card,Website
ORD0000644,CUST026395,2025-12-07,Processing,UPI,Retail Store
ORD0000645,CUST045902,2026-01-18,Shipped,Debit Card,Mobile App
ORD0000646,CUST018867,2025-08-05,Processing,Digital Wallet,Partner
ORD0000647,CUST015054,2025-11-22,Completed,Digital Wallet,Retail Store
ORD0000648,CUST026330,2026-08-21,Returned,Digital Wallet,Retail Store
ORD0000649,CUST023120,2026-09-17,Cancelled,Bank Transfer,Website
ORD0000650,CUST005278,2024-08-10,Processing,UPI,Website
ORD0000651,CUST004243,2025-10-07,Completed,Credit Card,Website
ORD0000652,CUST007674,2024-12-18,Returned,Debit Card,Partner
ORD0000653,CUST039324,2026-09-15,Shipped,Bank Transfer,Mobile App
ORD0000654,CUST045855,2025-01-22,Cancelled,Digital Wallet,Partner
ORD0000655,CUST003136,2025-09-25,Returned,Digital Wallet,Retail Store
ORD0000656,CUST027958,2024-02-27,Shipped,Digital Wallet,Website
ORD0000657,CUST045195,2024-02-02,Returned,UPI,Partner
ORD0000658,CUST044573,2024-07-21,Shipped,UPI,Website
ORD0000659,CUST020832,2025-09-24,Cancelled,Credit Card,Partner
ORD0000660,CUST029656,2025-12-27,Cancelled,Debit Card,Website
ORD0000661,CUST017152,2025-10-04,Returned,Credit Card,Website
ORD0000662,CUST045968,2025-04-19,Completed,Bank Transfer,Website
ORD0000663,CUST016363,2026-04-17,Returned,Credit Card,Website
ORD0000664,CUST005857,2025-06-03,Cancelled,UPI,Retail Store
ORD0000665,CUST010886,2025-04-24,Completed,Bank Transfer,Website
ORD0000666,CUST016064,2025-02-28,Returned,Digital Wallet,Website
ORD0000667,CUST002366,2025-12-08,Shipped,Credit Card,Website
ORD0000668,CUST015975,2025-07-24,Shipped,Bank Transfer,Mobile App
ORD0000669,CUST005806,2024-05-17,Shipped,Debit Card,Partner
ORD0000670,CUST010029,2025-04-11,Returned,Debit Card,Website
ORD0000671,CUST039686,2024-08-16,Returned,Debit Card,Website
ORD0000672,CUST026931,2024-08-17,Returned,Digital Wallet,Website
ORD0000673,CUST015148,2025-04-07,Completed,Debit Card,Partner
ORD0000674,CUST001104,2024-10-02,Shipped,Bank Transfer,Mobile App
ORD0000675,CUST029593,2024-04-03,Cancelled,Debit Card,Website
ORD0000676,CUST023548,2024-03-11,Shipped,Bank Transfer,Partner
ORD0000677,CUST025038,2024-11-20,Cancelled,Bank Transfer,Mobile App
ORD0000678,CUST026575,2023-10-02,Completed,Debit Card,Partner
ORD0000679,CUST008418,2024-10-03,Processing,Debit Card,Website
ORD0000680,CUST002062,2025-12-04,Returned,UPI,Mobile App
ORD0000681,CUST044519,2026-07-24,Shipped,Digital Wallet,Mobile App
ORD0000682,CUST011364,2023-10-07,Returned,UPI,Retail Store
ORD0000683,CUST006506,2025-03-04,Returned,Bank Transfer,Retail Store
ORD0000684,CUST014883,2024-01-11,Shipped,Bank Transfer,Website
ORD0000685,CUST041501,2024-01-04,Returned,UPI,Partner
ORD0000686,CUST003113,2024-08-26,Completed,Bank Transfer,Website
ORD0000687,CUST026056,2024-07-18,Returned,Bank Transfer,Partner
ORD0000688,CUST036068,2025-10-26,Cancelled,UPI,Website
ORD0000689,CUST042776,2025-12-30,Processing,Debit Card,Partner
ORD0000690,CUST034513,2025-10-26,Processing,UPI,Partner
ORD0000691,CUST035038,2025-06-19,Cancelled,Digital Wallet,Mobile App
ORD0000692,CUST026529,2025-01-22,Shipped,UPI,Mobile App
ORD0000693,CUST028900,2025-08-20,Returned,Bank Transfer,Retail Store
ORD0000694,CUST020048,2025-06-12,Cancelled,UPI,Retail Store
ORD0000695,CUST041560,2026-02-23,Returned,UPI,Partner
ORD0000696,CUST047171,2024-09-13,Processing,Digital Wallet,Retail Store
ORD0000697,CUST009593,2025-12-13,Cancelled,Bank Transfer,Mobile App
ORD0000698,CUST035826,2023-10-30,Cancelled,Credit Card,Retail Store
ORD0000699,CUST036074,2025-02-06,Cancelled,Debit Card,Partner
ORD0000700,CUST009291,2026-03-01,Cancelled,Bank Transfer,Retail Store
ORD0000701,CUST048076,2024-04-18,Completed,UPI,Partner
ORD0000702,CUST049909,2024-04-20,Cancelled,UPI,Retail Store
ORD0000703,CUST044900,2025-09-09,Completed,Digital Wallet,Mobile App
ORD0000704,CUST041635,2024-03-01,Processing,Bank Transfer,Website
ORD0000705,CUST010981,2026-03-27,Processing,UPI,Mobile App
ORD0000706,CUST026120,2023-10-21,Shipped,Credit Card,Partner
ORD0000707,CUST042354,2026-01-26,Cancelled,Digital Wallet,Mobile App
ORD0000708,CUST044329,2025-02-10,Returned,Credit Card,Retail Store
ORD0000709,CUST044302,2026-08-12,Cancelled,Debit Card,Mobile App
ORD0000710,CUST015114,2026-06-20,Completed,Credit Card,Partner
ORD0000711,CUST046314,2024-01-13,Processing,Bank Transfer,Mobile App
ORD0000712,CUST012545,2024-03-03,Returned,Credit Card,Partner
ORD0000713,CUST048845,2025-03-06,Processing,UPI,Mobile App
ORD0000714,CUST028233,2025-12-04,Shipped,Credit Card,Retail Store
ORD0000715,CUST029343,2026-06-18,Shipped,Debit Card,Mobile App
ORD0000716,CUST021551,2025-05-06,Shipped,Digital Wallet,Website
ORD0000717,CUST001154,2025-09-29,Processing,Digital Wallet,Partner
ORD0000718,CUST003932,2024-07-20,Returned,UPI,Retail Store
ORD0000719,CUST029118,2024-05-09,Completed,Credit Card,Retail Store
ORD0000720,CUST047362,2024-05-23,Processing,Debit Card,Mobile App
ORD0000721,CUST028994,2026-05-17,Processing,Bank Transfer,Mobile App
ORD0000722,CUST033975,2023-09-21,Cancelled,Digital Wallet,Retail Store
ORD0000723,CUST034177,2024-11-23,Shipped,Debit Card,Mobile App
ORD0000724,CUST008556,2026-01-19,Completed,Debit Card,Partner
ORD0000725,CUST046790,2025-06-07,Returned,UPI,Website
ORD0000726,CUST031198,2024-05-27,Completed,Debit Card,Partner
ORD0000727,CUST035215,2026-04-05,Cancelled,Digital Wallet,Mobile App
ORD0000728,CUST041839,2025-05-12,Processing,Debit Card,Website
ORD0000729,CUST016220,2023-12-19,Shipped,Bank Transfer,Mobile App
ORD0000730,CUST020416,2024-08-25,Processing,Digital Wallet,Partner
ORD0000731,CUST014072,2024-12-04,Completed,UPI,Partner
ORD0000732,CUST034374,2025-07-15,Processing,Bank Transfer,Retail Store
ORD0000733,CUST012729,2025-11-30,Cancelled,UPI,Mobile App
ORD0000734,CUST020628,2024-11-10,Shipped,Credit Card,Mobile App
ORD0000735,CUST026019,2025-04-30,Processing,Credit Card,Mobile App
ORD0000736,CUST020760,2024-06-14,Completed,Digital Wallet,Mobile App
ORD0000737,CUST008350,2024-11-23,Processing,Bank Transfer,Partner
ORD0000738,CUST047183,2025-04-06,Cancelled,Digital Wallet,Retail Store
ORD0000739,CUST035494,2024-07-23,Completed,Digital Wallet,Retail Store
ORD0000740,CUST005808,2024-05-05,Shipped,UPI,Retail Store
ORD0000741,CUST005070,2024-11-18,Completed,Digital Wallet,Website
ORD0000742,CUST017991,2025-06-05,Completed,Digital Wallet,Mobile App
ORD0000743,CUST012885,2024-04-29,Returned,UPI,Partner
ORD0000744,CUST033778,2023-10-18,Returned,UPI,Partner
ORD0000745,CUST024597,2025-10-18,Returned,Debit Card,Partner
ORD0000746,CUST012123,2024-05-15,Returned,Debit Card,Mobile App
ORD0000747,CUST039936,2023-10-24,Completed,Bank Transfer,Website
ORD0000748,CUST041902,2026-07-05,Processing,Digital Wallet,Partner
ORD0000749,CUST040391,2025-03-26,Processing,Bank Transfer,Retail Store
ORD0000750,CUST016354,2024-06-22,Shipped,Bank Transfer,Mobile App
ORD0000751,CUST004714,2024-02-04,Processing,Credit Card,Mobile App
ORD0000752,CUST032049,2024-07-05,Cancelled,UPI,Mobile App
ORD0000753,CUST036604,2024-09-04,Completed,Bank Transfer,Partner
ORD0000754,CUST008393,2026-06-27,Cancelled,Debit Card,Mobile App
ORD0000755,CUST001751,2024-12-03,Cancelled,Digital Wallet,Retail Store
ORD0000756,CUST004466,2026-01-19,Shipped,Debit Card,Website
ORD0000757,CUST035070,2025-06-22,Returned,Bank Transfer,Retail Store
ORD0000758,CUST002296,2023-12-07,Returned,Credit Card,Website
ORD0000759,CUST025348,2026-02-19,Shipped,Bank Transfer,Website
ORD0000760,CUST044541,2024-09-28,Returned,Credit Card,Partner
ORD0000761,CUST037147,2025-03-03,Processing,Bank Transfer,Partner
ORD0000762,CUST013222,2026-01-27,Shipped,Bank Transfer,Mobile App
ORD0000763,CUST048688,2025-01-04,Processing,Digital Wallet,Mobile App
ORD0000764,CUST025696,2023-11-16,Cancelled,UPI,Partner
ORD0000765,CUST021963,2025-04-09,Returned,Credit Card,Retail Store
ORD0000766,CUST020696,2025-09-18,Processing,Bank Transfer,Retail Store
ORD0000767,CUST048058,2024-02-21,Processing,Digital Wallet,Mobile App
ORD0000768,CUST032894,2026-04-02,Processing,UPI,Retail Store
ORD0000769,CUST011071,2025-11-11,Cancelled,Bank Transfer,Retail Store
ORD0000770,CUST035927,2025-12-22,Shipped,Credit Card,Retail Store
ORD0000771,CUST028883,2024-04-18,Completed,UPI,Mobile App
ORD0000772,CUST033034,2024-05-28,Cancelled,Debit Card,Website
ORD0000773,CUST033080,2024-06-08,Processing,Bank Transfer,Mobile App
ORD0000774,CUST027709,2024-09-18,Shipped,Debit Card,Website
ORD0000775,CUST015946,2023-09-21,Shipped,Credit Card,Mobile App
ORD0000776,CUST042113,2025-05-02,Cancelled,Credit Card,Website
ORD0000777,CUST037159,2024-04-04,Completed,Debit Card,Partner
ORD0000778,CUST003567,2024-10-12,Processing,Credit Card,Retail Store
ORD0000779,CUST035016,2024-09-25,Completed,Credit Card,Mobile App
