order_item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM00001995,ORD0223277,PROD00908,5,731.27,5.00
ITEM00001996,ORD0051252,PROD00407,2,499.47,20.00
ITEM00001997,ORD0044540,PROD00180,2,1532.60,10.00
ITEM00001998,ORD0214715,PROD00930,2,582.18,10.00
ITEM00001999,ORD0136134,PROD00237,5,330.07,0.00
ITEM00002000,ORD0224348,PROD00551,3,1616.91,5.00
ITEM00002001,ORD0062338,PROD00650,3,1124.32,15.00
ITEM00002002,ORD0365642,PROD00590,3,1943.47,15.00
ITEM00002003,ORD0484094,PROD00340,4,1378.09,0.00
ITEM00002004,ORD0056685,PROD00223,3,1815.24,20.00
ITEM00002005,ORD0481910,PROD00461,1,1777.97,10.00
ITEM00002006,ORD0193325,PROD00079,5,1446.25,10.00
ITEM00002007,ORD0415198,PROD00392,3,1235.51,15.00
ITEM00002008,ORD0448288,PROD00727,1,1700.42,10.00
ITEM00002009,ORD0099280,PROD00590,5,892.78,10.00
ITEM00002010,ORD0217875,PROD00586,2,733.50,15.00
ITEM00002011,ORD0113961,PROD00005,1,1212.79,15.00
ITEM00002012,ORD0434981,PROD00739,5,1719.01,20.00
ITEM00002013,ORD0402810,PROD00594,2,594.83,10.00
ITEM00002014,ORD0237580,PROD00157,1,419.59,15.00
ITEM00002015,ORD0302670,PROD00918,5,1314.98,10.00
ITEM00002016,ORD0498047,PROD00260,1,656.49,15.00
ITEM00002017,ORD0490021,PROD00361,2,997.50,5.00
ITEM00002018,ORD0027789,PROD00925,3,1616.37,20.00
ITEM00002019,ORD0092224,PROD00751,5,308.97,20.00
ITEM00002020,ORD0216916,PROD00960,4,659.87,15.00
ITEM00002021,ORD0466898,PROD00041,5,1508.54,15.00
ITEM00002022,ORD0089554,PROD00732,5,1921.83,0.00
ITEM00002023,ORD0326047,PROD00209,3,1155.79,20.00
ITEM00002024,ORD0412937,PROD00592,2,445.99,15.00
ITEM00002025,ORD0222030,PROD00318,1,890.09,10.00
ITEM00002026,ORD0457016,PROD00716,2,1647.66,0.00
ITEM00002027,ORD0382021,PROD00769,4,358.14,10.00
ITEM00002028,ORD0178963,PROD00310,4,1407.28,20.00
ITEM00002029,ORD0375136,PROD00560,1,1288.48,10.00
ITEM00002030,ORD0184615,PROD00582,1,1347.23,15.00
ITEM00002031,ORD0254307,PROD00600,4,1024.77,15.00
ITEM00002032,ORD0418114,PROD00472,1,1283.42,15.00
ITEM00002033,ORD0191437,PROD00985,4,580.55,10.00
ITEM00002034,ORD0224979,PROD00358,5,772.72,10.00
ITEM00002035,ORD0116788,PROD00415,3,1196.62,5.00
ITEM00002036,ORD0036081,PROD00771,5,1551.41,20.00
ITEM00002037,ORD0187872,PROD00457,3,75.02,10.00
ITEM00002038,ORD0150129,PROD00954,5,1912.37,5.00
ITEM00002039,ORD0046477,PROD00813,3,873.05,0.00
ITEM00002040,ORD0361725,PROD00656,2,1596.07,0.00
ITEM00002041,ORD0221811,PROD00585,4,156.43,15.00
ITEM00002042,ORD0341411,PROD00842,2,1177.44,20.00
ITEM00002043,ORD0173066,PROD00400,3,760.42,0.00
ITEM00002044,ORD0205579,PROD00103,4,1975.94,5.00
ITEM00002045,ORD0219626,PROD00562,5,544.68,15.00
ITEM00002046,ORD0247401,PROD00084,3,241.00,15.00
ITEM00002047,ORD0351410,PROD00628,4,1743.34,0.00
ITEM00002048,ORD0151298,PROD00530,5,169.60,10.00
ITEM00002049,ORD0099234,PROD00238,1,1571.41,10.00
ITEM00002050,ORD0086873,PROD00702,1,253.36,5.00
ITEM00002051,ORD0256076,PROD00955,5,738.23,10.00
ITEM00002052,ORD0273169,PROD00791,3,1185.32,0.00
ITEM00002053,ORD0220255,PROD00060,1,1861.27,10.00
ITEM00002054,ORD0345391,PROD00662,1,1958.72,5.00
ITEM00002055,ORD0072862,PROD00927,2,1887.58,10.00
ITEM00002056,ORD0094429,PROD00337,2,933.03,10.00
ITEM00002057,ORD0343959,PROD00813,2,1733.34,10.00
ITEM00002058,ORD0316258,PROD00064,5,1154.60,10.00
ITEM00002059,ORD0175036,PROD00426,2,752.43,0.00
ITEM00002060,ORD0328234,PROD00583,5,1182.40,15.00
ITEM00002061,ORD0194980,PROD00553,3,1661.42,15.00
ITEM00002062,ORD0114143,PROD00912,3,1241.22,20.00
ITEM00002063,ORD0221485,PROD00219,1,1049.46,0.00
ITEM00002064,ORD0356758,PROD00734,5,1258.55,0.00
ITEM00002065,ORD0490607,PROD00574,3,909.71,0.00
ITEM00002066,ORD0393707,PROD00130,3,67.65,5.00
ITEM00002067,ORD0097442,PROD00335,5,409.35,5.00
ITEM00002068,ORD0430298,PROD00153,5,1319.39,15.00
ITEM00002069,ORD0472198,PROD00904,5,1484.39,10.00
ITEM00002070,ORD0463434,PROD00251,4,1132.11,20.00
ITEM00002071,ORD0392626,PROD00790,3,975.61,5.00
ITEM00002072,ORD0017090,PROD00518,3,1035.42,15.00
ITEM00002073,ORD0063796,PROD00635,5,1419.87,20.00
ITEM00002074,ORD0296241,PROD00096,4,107.24,0.00
ITEM00002075,ORD0223720,PROD00150,4,1039.65,0.00
ITEM00002076,ORD0351388,PROD00852,3,445.20,0.00
ITEM00002077,ORD0041250,PROD00530,1,352.63,5.00
ITEM00002078,ORD0311580,PROD00687,1,914.89,20.00
ITEM00002079,ORD0418251,PROD00901,2,1470.58,5.00
ITEM00002080,ORD0435023,PROD00680,3,1121.12,20.00
ITEM00002081,ORD0280518,PROD00480,2,261.86,10.00
ITEM00002082,ORD0215637,PROD00168,1,1767.02,20.00
ITEM00002083,ORD0293378,PROD00351,4,824.89,15.00
ITEM00002084,ORD0193731,PROD00522,4,939.06,5.00
ITEM00002085,ORD0496257,PROD00060,1,1611.34,15.00
ITEM00002086,ORD0101330,PROD00411,1,1118.66,5.00
ITEM00002087,ORD0463443,PROD00327,4,544.94,0.00
ITEM00002088,ORD0252844,PROD00232,3,492.73,5.00
ITEM00002089,ORD0333831,PROD00123,2,853.65,5.00
ITEM00002090,ORD0016568,PROD00589,5,469.14,5.00
ITEM00002091,ORD0350863,PROD00354,2,550.63,5.00
ITEM00002092,ORD0497053,PROD00806,4,1793.88,5.00
ITEM00002093,ORD0258103,PROD00483,4,249.52,15.00
ITEM00002094,ORD0075079,PROD00480,3,204.30,20.00
ITEM00002095,ORD0219762,PROD00684,2,972.05,20.00
ITEM00002096,ORD0243384,PROD00601,1,650.17,15.00
ITEM00002097,ORD0220729,PROD00169,5,1177.89,20.00
ITEM00002098,ORD0001162,PROD00412,4,820.03,5.00
ITEM00002099,ORD0162289,PROD00111,5,635.04,20.00
ITEM00002100,ORD0445978,PROD00297,1,290.51,10.00
ITEM00002101,ORD0369219,PROD00470,2,1876.71,15.00
ITEM00002102,ORD0025445,PROD00283,4,1045.26,5.00
ITEM00002103,ORD0473020,PROD00914,1,558.50,20.00
ITEM00002104,ORD0091683,PROD00058,3,731.52,10.00
ITEM00002105,ORD0305705,PROD00213,5,1370.58,0.00
ITEM00002106,ORD0286722,PROD00973,2,1452.56,15.00
ITEM00002107,ORD0150162,PROD00818,2,1557.89,0.00
ITEM00002108,ORD0391126,PROD00356,5,564.50,5.00
ITEM00002109,ORD0336565,PROD00859,4,641.20,10.00
ITEM00002110,ORD0053445,PROD00614,3,929.60,15.00
ITEM00002111,ORD0091531,PROD00338,5,1237.08,10.00
ITEM00002112,ORD0088699,PROD00888,4,1492.72,5.00
ITEM00002113,ORD0230282,PROD00579,4,1671.42,0.00
ITEM00002114,ORD0209307,PROD00513,2,73.68,10.00
ITEM00002115,ORD0269038,PROD00476,3,804.13,15.00
ITEM00002116,ORD0197390,PROD00308,4,1877.28,5.00
ITEM00002117,ORD0480112,PROD00329,2,1373.76,0.00
ITEM00002118,ORD0256025,PROD00273,1,162.81,10.00
ITEM00002119,ORD0351867,PROD00802,4,1337.61,10.00
ITEM00002120,ORD0295100,PROD00278,4,1604.20,0.00
ITEM00002121,ORD0378925,PROD00291,5,1929.90,0.00
ITEM00002122,ORD0183117,PROD00007,2,1171.40,5.00
ITEM00002123,ORD0435401,PROD00827,5,871.24,15.00
ITEM00002124,ORD0371965,PROD00389,4,694.89,15.00
ITEM00002125,ORD0311110,PROD00422,1,92.13,20.00
ITEM00002126,ORD0279334,PROD00109,4,101.45,5.00
ITEM00002127,ORD0072262,PROD00854,3,713.01,10.00
ITEM00002128,ORD0112956,PROD00677,4,1716.22,5.00
ITEM00002129,ORD0159746,PROD00211,1,654.03,20.00
ITEM00002130,ORD0203622,PROD00133,1,1250.53,0.00
ITEM00002131,ORD0064232,PROD00358,3,468.40,10.00
ITEM00002132,ORD0231103,PROD00948,3,1796.41,15.00
ITEM00002133,ORD0285299,PROD00025,4,784.44,10.00
ITEM00002134,ORD0430037,PROD00743,4,861.11,15.00
ITEM00002135,ORD0408600,PROD00748,4,1790.26,5.00
ITEM00002136,ORD0046470,PROD00903,5,576.82,10.00
ITEM00002137,ORD0258911,PROD00336,2,691.35,15.00
ITEM00002138,ORD0422518,PROD00603,1,689.17,20.00
ITEM00002139,ORD0036929,PROD00942,3,183.70,20.00
ITEM00002140,ORD0087731,PROD00915,1,674.87,15.00
ITEM00002141,ORD0404876,PROD00738,2,1447.38,15.00
ITEM00002142,ORD0291798,PROD00757,3,1326.10,10.00
ITEM00002143,ORD0407144,PROD00969,3,830.69,5.00
ITEM00002144,ORD0350772,PROD00509,5,474.48,0.00
ITEM00002145,ORD0253459,PROD00804,2,1079.61,15.00
ITEM00002146,ORD0405185,PROD00909,4,231.68,10.00
ITEM00002147,ORD0011134,PROD00655,4,650.12,5.00
ITEM00002148,ORD0477829,PROD00064,2,1981.52,5.00
ITEM00002149,ORD0371305,PROD00273,4,68.36,5.00
ITEM00002150,ORD0304494,PROD00249,1,260.07,0.00
ITEM00002151,ORD0317498,PROD00562,2,1574.77,5.00
ITEM00002152,ORD0315337,PROD00805,1,801.13,15.00
ITEM00002153,ORD0036558,PROD00671,2,1519.09,10.00
ITEM00002154,ORD0154897,PROD00351,4,1078.60,15.00
ITEM00002155,ORD0373831,PROD00025,4,1952.53,0.00
ITEM00002156,ORD0401346,PROD00601,1,861.83,10.00
ITEM00002157,ORD0289144,PROD00140,1,293.27,0.00
ITEM00002158,ORD0318711,PROD00468,5,1789.41,10.00
ITEM00002159,ORD0214529,PROD00062,2,1245.94,10.00
ITEM00002160,ORD0496676,PROD00843,4,555.70,15.00
ITEM00002161,ORD0196088,PROD00294,2,947.70,15.00
ITEM00002162,ORD0351472,PROD00886,4,1511.87,15.00
ITEM00002163,ORD0467445,PROD00287,4,121.16,0.00
ITEM00002164,ORD0333562,PROD00042,2,417.89,5.00
ITEM00002165,ORD0237645,PROD00018,4,896.57,10.00
ITEM00002166,ORD0499915,PROD00474,1,653.53,15.00
ITEM00002167,ORD0258885,PROD00591,2,407.78,0.00
ITEM00002168,ORD0404472,PROD00205,3,1079.83,0.00
ITEM00002169,ORD0463182,PROD00710,3,1792.47,0.00
ITEM00002170,ORD0393885,PROD00076,2,1843.77,20.00
ITEM00002171,ORD0066461,PROD00721,4,1793.05,0.00
ITEM00002172,ORD0445634,PROD00357,1,295.45,5.00
ITEM00002173,ORD0072036,PROD00570,3,166.35,20.00
ITEM00002174,ORD0377703,PROD00006,3,1275.23,0.00
ITEM00002175,ORD0099774,PROD00308,3,365.17,0.00
ITEM00002176,ORD0203815,PROD00927,3,967.84,10.00
ITEM00002177,ORD0087442,PROD00049,1,135.76,0.00
ITEM00002178,ORD0020846,PROD00594,3,202.48,5.00
ITEM00002179,ORD0441395,PROD00358,1,563.10,20.00
ITEM00002180,ORD0270525,PROD00952,1,391.42,5.00
ITEM00002181,ORD0462855,PROD00289,2,1560.54,10.00
ITEM00002182,ORD0450368,PROD00514,5,1354.39,20.00
ITEM00002183,ORD0183215,PROD00945,5,1105.28,20.00
ITEM00002184,ORD0409130,PROD00990,4,986.25,15.00
ITEM00002185,ORD0003203,PROD00974,3,1656.62,0.00
ITEM00002186,ORD0052405,PROD00357,5,504.28,0.00
ITEM00002187,ORD0328359,PROD00668,1,334.23,5.00
ITEM00002188,ORD0091198,PROD00285,3,950.49,10.00
ITEM00002189,ORD0272248,PROD00227,4,1376.14,20.00
ITEM00002190,ORD0139810,PROD00300,2,1223.02,10.00
ITEM00002191,ORD0127278,PROD00366,5,1397.72,15.00
ITEM00002192,ORD0348052,PROD00397,1,1412.58,15.00
ITEM00002193,ORD0252387,PROD00517,4,1664.07,10.00
ITEM00002194,ORD0235337,PROD00003,5,1311.29,15.00
ITEM00002195,ORD0324028,PROD00822,5,1180.62,5.00
ITEM00002196,ORD0135638,PROD00453,3,1001.34,10.00
ITEM00002197,ORD0348336,PROD00931,2,559.21,20.00
ITEM00002198,ORD0265595,PROD00804,4,436.14,0.00
ITEM00002199,ORD0258002,PROD00551,4,281.17,10.00
ITEM00002200,ORD0239621,PROD00680,5,1842.90,20.00
ITEM00002201,ORD0353329,PROD00844,5,1930.27,5.00
ITEM00002202,ORD0091508,PROD00079,1,937.16,15.00
ITEM00002203,ORD0168439,PROD00214,4,243.76,0.00
ITEM00002204,ORD0346040,PROD00382,2,1416.72,10.00
ITEM00002205,ORD0363617,PROD00560,1,1740.95,0.00
ITEM00002206,ORD0286146,PROD00304,1,1404.32,20.00
ITEM00002207,ORD0479622,PROD00010,1,916.19,0.00
ITEM00002208,ORD0404098,PROD00319,1,335.48,5.00
ITEM00002209,ORD0328217,PROD00355,3,762.90,5.00
ITEM00002210,ORD0063141,PROD00159,2,1090.78,15.00
ITEM00002211,ORD0304562,PROD00640,1,1158.98,15.00
ITEM00002212,ORD0460490,PROD00046,1,1647.49,0.00
ITEM00002213,ORD0116019,PROD00969,3,938.62,5.00
ITEM00002214,ORD0031613,PROD00876,4,1019.65,20.00
ITEM00002215,ORD0007871,PROD00714,1,362.95,10.00
ITEM00002216,ORD0353340,PROD00096,3,1230.36,5.00
ITEM00002217,ORD0043824,PROD00687,1,640.94,5.00
ITEM00002218,ORD0136479,PROD00824,3,222.84,5.00
ITEM00002219,ORD0275753,PROD00740,1,812.89,5.00
ITEM00002220,ORD0071961,PROD00383,4,671.25,5.00
ITEM00002221,ORD0423239,PROD00710,3,1858.77,5.00
ITEM00002222,ORD0428018,PROD00786,3,1343.99,10.00
ITEM00002223,ORD0196087,PROD00203,3,1337.61,10.00
ITEM00002224,ORD0308214,PROD00271,4,704.30,15.00
ITEM00002225,ORD0446855,PROD00263,5,1213.60,0.00
ITEM00002226,ORD0063410,PROD00152,5,1343.10,15.00
ITEM00002227,ORD0428010,PROD00131,1,1614.17,15.00
ITEM00002228,ORD0420920,PROD00442,4,996.45,5.00
ITEM00002229,ORD0324219,PROD00046,5,513.53,20.00
ITEM00002230,ORD0254884,PROD00748,2,487.66,0.00
ITEM00002231,ORD0198804,PROD00547,3,1281.16,15.00
ITEM00002232,ORD0352515,PROD00090,3,1081.16,10.00
ITEM00002233,ORD0157623,PROD00343,2,460.48,15.00
ITEM00002234,ORD0290173,PROD00423,2,1192.80,15.00
ITEM00002235,ORD0232113,PROD00852,3,1724.41,0.00
ITEM00002236,ORD0464658,PROD00124,3,1412.80,20.00
ITEM00002237,ORD0051545,PROD00064,5,1540.81,0.00
ITEM00002238,ORD0385225,PROD00994,1,1103.60,10.00
ITEM00002239,ORD0160428,PROD00668,4,1207.92,10.00
ITEM00002240,ORD0380567,PROD00263,5,450.86,5.00
ITEM00002241,ORD0068775,PROD00772,2,1723.73,20.00
ITEM00002242,ORD0475154,PROD00509,2,1380.56,10.00
ITEM00002243,ORD0493901,PROD00235,3,537.90,10.00
ITEM00002244,ORD0019671,PROD00217,5,988.49,10.00
ITEM00002245,ORD0487025,PROD00228,1,976.63,10.00
ITEM00002246,ORD0380876,PROD00648,2,635.42,15.00
ITEM00002247,ORD0078984,PROD00393,5,1570.18,20.00
ITEM00002248,ORD0337757,PROD00149,4,324.13,15.00
ITEM00002249,ORD0344016,PROD00251,5,1762.75,0.00
ITEM00002250,ORD0152224,PROD00661,1,1650.79,0.00
ITEM00002251,ORD0470199,PROD00751,2,664.00,0.00
ITEM00002252,ORD0061966,PROD00325,1,1420.31,20.00
ITEM00002253,ORD0190576,PROD00131,1,1968.38,5.00
ITEM00002254,ORD0412015,PROD00415,5,387.31,15.00
ITEM00002255,ORD0056545,PROD00175,1,1594.25,20.00
ITEM00002256,ORD0228931,PROD00251,3,280.61,15.00
ITEM00002257,ORD0041435,PROD00324,1,664.58,10.00
ITEM00002258,ORD0087729,PROD00266,5,431.80,0.00
ITEM00002259,ORD0144889,PROD00623,3,1461.62,5.00
ITEM00002260,ORD0189378,PROD00323,5,699.80,5.00
ITEM00002261,ORD0250440,PROD00402,5,928.28,10.00
ITEM00002262,ORD0460797,PROD00064,1,434.79,15.00
ITEM00002263,ORD0417132,PROD00371,5,192.43,10.00
ITEM00002264,ORD0249845,PROD00078,3,244.08,10.00
ITEM00002265,ORD0047623,PROD00678,4,1728.72,0.00
ITEM00002266,ORD0487661,PROD00704,1,937.56,15.00
ITEM00002267,ORD0420958,PROD00858,3,1035.14,5.00
ITEM00002268,ORD0470415,PROD00801,5,150.82,20.00
ITEM00002269,ORD0090614,PROD00644,2,517.06,15.00
ITEM00002270,ORD0457541,PROD00126,1,1583.63,15.00
ITEM00002271,ORD0255898,PROD00441,1,1755.31,10.00
ITEM00002272,ORD0225661,PROD00607,5,843.99,20.00
ITEM00002273,ORD0448120,PROD00819,2,1235.89,10.00
ITEM00002274,ORD0444266,PROD00433,3,407.12,5.00
ITEM00002275,ORD0313146,PROD00241,2,708.34,15.00
ITEM00002276,ORD0128092,PROD00429,1,1696.41,15.00
ITEM00002277,ORD0270850,PROD00731,2,1171.70,10.00
ITEM00002278,ORD0150369,PROD00229,1,1476.06,15.00
ITEM00002279,ORD0174175,PROD00565,4,1546.04,10.00
ITEM00002280,ORD0005213,PROD00813,3,87.64,0.00
ITEM00002281,ORD0309806,PROD00924,5,982.76,10.00
ITEM00002282,ORD0214343,PROD00796,4,1489.98,5.00
ITEM00002283,ORD0357192,PROD00971,5,859.02,10.00
ITEM00002284,ORD0497857,PROD00970,5,666.52,10.00
ITEM00002285,ORD0078366,PROD00813,1,1798.93,10.00
ITEM00002286,ORD0246801,PROD00865,3,1179.35,15.00
ITEM00002287,ORD0058008,PROD00533,5,1147.75,10.00
ITEM00002288,ORD0109741,PROD00437,1,1649.25,15.00
ITEM00002289,ORD0053533,PROD00034,1,1569.13,10.00
ITEM00002290,ORD0370933,PROD00826,5,1667.26,20.00
ITEM00002291,ORD0157511,PROD00451,3,332.77,0.00
ITEM00002292,ORD0198796,PROD00679,3,375.24,0.00
ITEM00002293,ORD0018305,PROD00720,5,855.04,20.00
ITEM00002294,ORD0317802,PROD00199,3,1514.88,15.00
ITEM00002295,ORD0136945,PROD00823,2,810.86,5.00
ITEM00002296,ORD0112241,PROD00395,3,627.48,20.00
ITEM00002297,ORD0337615,PROD00512,2,1084.40,0.00
ITEM00002298,ORD0237545,PROD00201,4,818.53,0.00
ITEM00002299,ORD0143460,PROD00630,2,486.09,0.00
ITEM00002300,ORD0179709,PROD00294,4,1317.86,15.00
ITEM00002301,ORD0336741,PROD00923,1,873.27,5.00
ITEM00002302,ORD0024231,PROD00611,3,1652.47,20.00
ITEM00002303,ORD0499076,PROD00984,4,1791.04,15.00
ITEM00002304,ORD0096844,PROD00420,1,739.61,15.00
ITEM00002305,ORD0205424,PROD00492,4,1194.85,15.00
ITEM00002306,ORD0498967,PROD00518,3,1480.77,5.00
ITEM00002307,ORD0053037,PROD00767,2,1163.97,5.00
ITEM00002308,ORD0049986,PROD00797,1,213.22,20.00
ITEM00002309,ORD0112113,PROD00457,3,1733.56,15.00
ITEM00002310,ORD0356589,PROD00002,4,881.08,5.00
ITEM00002311,ORD0083780,PROD00130,3,1090.02,5.00
ITEM00002312,ORD0200064,PROD00685,5,926.05,15.00
ITEM00002313,ORD0219453,PROD00268,3,374.76,15.00
ITEM00002314,ORD0292957,PROD00484,3,700.54,5.00
ITEM00002315,ORD0132564,PROD00223,2,400.50,15.00
ITEM00002316,ORD0248382,PROD00442,2,1516.12,10.00
ITEM00002317,ORD0384547,PROD00964,5,1088.71,0.00
ITEM00002318,ORD0138928,PROD00877,5,585.09,20.00
ITEM00002319,ORD0150614,PROD00689,3,1424.81,5.00
ITEM00002320,ORD0078466,PROD00784,5,1660.80,5.00
ITEM00002321,ORD0063516,PROD00262,3,728.42,15.00
ITEM00002322,ORD0333915,PROD00243,3,1010.04,15.00
ITEM00002323,ORD0089377,PROD00398,3,134.53,0.00
ITEM00002324,ORD0401950,PROD00155,1,1860.07,15.00
ITEM00002325,ORD0290994,PROD00391,3,390.25,15.00
ITEM00002326,ORD0447679,PROD00505,2,1723.32,10.00
ITEM00002327,ORD0312478,PROD00514,5,1968.91,5.00
ITEM00002328,ORD0486881,PROD00784,3,1431.10,5.00
ITEM00002329,ORD0292422,PROD00111,3,195.11,15.00
ITEM00002330,ORD0369411,PROD00812,4,734.45,10.00
ITEM00002331,ORD0220427,PROD00355,1,299.94,15.00
ITEM00002332,ORD0074119,PROD00417,5,840.90,0.00
ITEM00002333,ORD0397795,PROD00968,4,1170.71,5.00
ITEM00002334,ORD0426174,PROD00706,5,1744.40,20.00
ITEM00002335,ORD0013138,PROD00772,1,1416.89,20.00
ITEM00002336,ORD0467642,PROD00217,5,1569.31,5.00
ITEM00002337,ORD0329938,PROD00635,1,1341.15,5.00
ITEM00002338,ORD0090971,PROD00266,2,1413.68,10.00
ITEM00002339,ORD0199635,PROD00398,2,764.15,15.00
ITEM00002340,ORD0101036,PROD00016,4,1753.82,0.00
ITEM00002341,ORD0037103,PROD00665,5,387.28,0.00
ITEM00002342,ORD0460148,PROD00657,1,97.81,15.00
ITEM00002343,ORD0370180,PROD00776,1,1430.06,10.00
ITEM00002344,ORD0120513,PROD00557,3,966.58,0.00
ITEM00002345,ORD0385840,PROD00779,1,1216.15,5.00
ITEM00002346,ORD0374015,PROD00253,2,1106.63,15.00
ITEM00002347,ORD0164638,PROD00190,5,995.43,20.00
ITEM00002348,ORD0239502,PROD00612,3,429.21,15.00
ITEM00002349,ORD0058216,PROD00018,4,788.06,5.00
ITEM00002350,ORD0001068,PROD00461,4,1457.58,5.00
ITEM00002351,ORD0484856,PROD00908,1,1752.11,20.00
ITEM00002352,ORD0134605,PROD00075,2,1990.21,5.00
ITEM00002353,ORD0061681,PROD00318,5,1761.52,15.00
ITEM00002354,ORD0116906,PROD00430,3,607.35,15.00
ITEM00002355,ORD0439317,PROD00622,4,861.73,10.00
ITEM00002356,ORD0054602,PROD00643,5,555.11,0.00
ITEM00002357,ORD0482377,PROD00333,4,1972.50,20.00
ITEM00002358,ORD0047387,PROD00630,2,1468.72,20.00
ITEM00002359,ORD0100297,PROD00457,4,91.67,5.00
ITEM00002360,ORD0100194,PROD00329,5,92.52,10.00
ITEM00002361,ORD0439193,PROD00143,2,234.09,10.00
ITEM00002362,ORD0249399,PROD00656,4,1129.24,10.00
ITEM00002363,ORD0494061,PROD00046,5,329.57,5.00
ITEM00002364,ORD0309874,PROD00832,3,1648.57,20.00
ITEM00002365,ORD0296691,PROD00026,1,1402.33,10.00
ITEM00002366,ORD0289597,PROD00082,3,870.39,0.00
ITEM00002367,ORD0068517,PROD00827,3,1814.45,20.00
ITEM00002368,ORD0171051,PROD00740,3,1293.87,0.00
ITEM00002369,ORD0354988,PROD00031,1,1315.84,20.00
ITEM00002370,ORD0499014,PROD00656,1,76.24,0.00
ITEM00002371,ORD0434995,PROD00342,1,210.30,0.00
ITEM00002372,ORD0024274,PROD00212,3,1745.34,10.00
ITEM00002373,ORD0408171,PROD00338,5,1023.67,20.00
ITEM00002374,ORD0268534,PROD00655,5,584.93,5.00
ITEM00002375,ORD0127358,PROD00992,4,1489.40,5.00
ITEM00002376,ORD0414345,PROD00485,3,962.42,5.00
ITEM00002377,ORD0002932,PROD00909,3,1762.58,5.00
ITEM00002378,ORD0250499,PROD00430,5,1029.39,10.00
ITEM00002379,ORD0314317,PROD00894,4,865.12,15.00
ITEM00002380,ORD0238445,PROD00698,5,620.76,0.00
ITEM00002381,ORD0339845,PROD00426,5,423.24,10.00
ITEM00002382,ORD0004643,PROD00017,3,847.89,5.00
ITEM00002383,ORD0327051,PROD00936,1,218.57,10.00
ITEM00002384,ORD0155198,PROD00416,1,350.34,15.00
ITEM00002385,ORD0314621,PROD00314,1,1801.56,15.00
ITEM00002386,ORD0436524,PROD00134,3,805.28,15.00
ITEM00002387,ORD0491043,PROD00013,3,1957.71,20.00
ITEM00002388,ORD0434860,PROD00303,4,842.85,5.00
ITEM00002389,ORD0205076,PROD00852,5,1535.60,10.00
ITEM00002390,ORD0119235,PROD00239,1,260.05,20.00
ITEM00002391,ORD0456785,PROD00689,4,889.29,0.00
ITEM00002392,ORD0399722,PROD00380,1,1098.44,20.00
ITEM00002393,ORD0051377,PROD00368,5,372.54,5.00
ITEM00002394,ORD0218898,PROD00925,2,1708.84,5.00
ITEM00002395,ORD0488266,PROD00008,5,1690.05,5.00
ITEM00002396,ORD0285501,PROD00202,5,140.44,5.00
ITEM00002397,ORD0165783,PROD00516,4,1781.47,0.00
ITEM00002398,ORD0107106,PROD00316,4,1721.22,20.00
ITEM00002399,ORD0265131,PROD00755,4,1474.65,5.00
ITEM00002400,ORD0449084,PROD00790,3,427.29,0.00
ITEM00002401,ORD0193271,PROD00310,2,1240.68,10.00
ITEM00002402,ORD0106381,PROD00443,3,1406.88,0.00
ITEM00002403,ORD0236875,PROD00157,1,810.09,0.00
ITEM00002404,ORD0065997,PROD00956,5,890.24,10.00
ITEM00002405,ORD0222967,PROD00191,4,430.47,5.00
ITEM00002406,ORD0053099,PROD00564,1,950.12,5.00
ITEM00002407,ORD0486417,PROD00766,4,1895.07,5.00
ITEM00002408,ORD0392451,PROD00271,5,1923.55,20.00
ITEM00002409,ORD0490359,PROD00200,2,553.08,10.00
ITEM00002410,ORD0307478,PROD00819,4,876.92,5.00
ITEM00002411,ORD0474346,PROD00929,2,51.72,10.00
ITEM00002412,ORD0366909,PROD00417,2,969.89,5.00
ITEM00002413,ORD0000732,PROD00426,3,1716.40,5.00
ITEM00002414,ORD0379852,PROD00943,3,840.69,0.00
ITEM00002415,ORD0316787,PROD00265,4,1295.88,0.00
ITEM00002416,ORD0280574,PROD00102,2,584.49,5.00
ITEM00002417,ORD0060311,PROD00192,2,1915.95,10.00
ITEM00002418,ORD0256243,PROD00354,5,1498.99,10.00
ITEM00002419,ORD0495700,PROD00428,3,338.18,20.00
ITEM00002420,ORD0358407,PROD00057,1,916.01,15.00
ITEM00002421,ORD0129117,PROD00127,5,269.27,0.00
ITEM00002422,ORD0105238,PROD00270,4,459.79,20.00
ITEM00002423,ORD0174364,PROD00182,3,1436.02,0.00
ITEM00002424,ORD0442964,PROD00188,2,1318.07,20.00
ITEM00002425,ORD0240520,PROD00962,2,1917.37,5.00
ITEM00002426,ORD0310362,PROD00242,5,965.07,20.00
ITEM00002427,ORD0080475,PROD00418,3,1369.03,10.00
ITEM00002428,ORD0304810,PROD00236,1,1080.41,10.00
ITEM00002429,ORD0207437,PROD00070,1,1343.36,10.00
ITEM00002430,ORD0114865,PROD00614,5,190.47,0.00
ITEM00002431,ORD0228253,PROD00122,3,1087.25,0.00
ITEM00002432,ORD0161045,PROD00414,4,1985.15,0.00
ITEM00002433,ORD0171557,PROD00270,5,251.42,15.00
ITEM00002434,ORD0295084,PROD00865,5,1367.06,15.00
ITEM00002435,ORD0015424,PROD00164,2,1419.72,15.00
ITEM00002436,ORD0292272,PROD00004,5,1989.68,15.00
ITEM00002437,ORD0104683,PROD00199,2,887.81,20.00
